id|answer_index|anwer|alternate_answer|answer_value|answer_value_type|answer_description|answer_image|image_source|image_source_url|answer_dimensions|quiz_id|active
112|20|Maryland||6177224|6177224|Maryland|[0, 0]|||[-72, 37.6]|11|1
113|21|Massachusetts||10554|10554|Massachusetts|[0, 0]|||[-69, 42]|11|1
114|22|Michigan||10077331|10077331|Michigan|[0, 0]|||[-82.5, 44]|11|1
115|23|Minnesota||5706494|5706494|Minnesota|[0, 0]|||[-93, 47.5]|11|1
116|24|Mississippi||48432|48432|Mississippi|[0, 0]|||[-87.5, 31.5]|11|1
117|25|Missouri||6154913|6154913|Missouri|[0, 0]|||[-91.7, 37.7]|11|1
118|26|Montana||1084225|1084225|Montana|[0, 0]|||[-109.533691, 46.96526]|11|1
119|27|Nebraska||1961504|1961504|Nebraska|[0, 0]|||[-100, 41.5]|11|1
120|28|Nevada||3104614|3104614|Nevada|[0, 0]|||[-117.224121, 39.876019]|11|1
121|29|New Hampshire||1377529|1377529|New Hampshire|[0, 0]|||[-71.5, 44]|11|1
122|30|New Jersey||9288994|9288994|New Jersey|[0, 0]|||[-71, 39]|11|1
123|31|New Mexico||2117522|2117522|New Mexico|[0, 0]|||[-105.5, 34]|11|1
124|32|New York||20201249|20201249|New York|[0, 0]|||[-75.5, 43]|11|1
125|33|North Carolina||10439388|10439388|North Carolina|[0, 0]|||[-78, 35.3]|11|1
126|34|North Dakota||779094|779094|North Dakota|[0, 0]|||[-99.8, 48]|11|1
127|35|Ohio||44826|44826|Ohio|[0, 0]|||[-82.5, 41]|11|1
128|36|Oklahoma||69899|69899|Oklahoma|[0, 0]|||[-96.8, 35.5]|11|1
129|37|Oregon||4237256|4237256|Oregon|[0, 0]|||[-120.5, 44]|11|1
130|38|Pennsylvania||13002700|13002700|Pennsylvania|[0, 0]|||[-77, 41]|11|1
131|39|Rhode Island||1545|1545|Rhode Island|[1, 11]|||[-70, 41]|11|1
132|40|South Carolina||5118425|5118425|South Carolina|[0, 0]|||[-78, 33]|11|1
133|41|South Dakota||886667|886667|South Dakota|[0, 0]|||[-99.5, 44.5]|11|1
134|42|Tennessee||42144|42144|Tennessee|[0, 0]|||[-86, 35.7]|11|1
135|43|Texas||29145505|29145505|Texas|[0, 0]|||[-100, 31]|11|1
136|44|Utah||84897|84897|Utah|[0, 0]|||[-111, 39]|11|1
137|45|Vermont||643077|643077|Vermont|[0, 0]|||[-73.5, 45.5]|11|1
138|46|Virginia||8631393|8631393|Virginia|[0, 0]|||[-78, 37]|11|1
139|47|Washington||7705281|7705281|Washington|[0, 0]|||[-120, 47]|11|1
140|48|West Virginia||24230|24230|West Virginia|[0, 0]|||[-80.5, 39]|11|1
141|49|Wisconsin||5893718|5893718|Wisconsin|[0, 0]|||[-89.5, 44.5]|11|1
142|50|Wyoming||581348|581348|Wyoming|[0, 0]|||[-107.290283, 43.07597]|11|1
143|1|Afghanistan||0|0|Afghanistan||||[67.71, 33.94]|12|1
144|2|Armenia||0|0|Armenia|[0,-40]|||[45.04, 40.07]|12|1
145|3|Azerbaijan||0|0|Azerbaijan||||[47.58, 40.14]|12|1
146|4|Bahrain||0|0|Bahrain|[10, -10]|||[50.64, 25.93]|12|1
147|5|Bangladesh||0|0|Bangladesh||||[90.36, 23.68]|12|1
148|6|Bhutan||0|0|Bhutan|[10, -10]|||[88, 26]|12|1
149|7|British Indian Ocean Territory|BIOT|0|0|British Indian Ocean Territory||||[71.88, -6.34]|12|1
150|8|Brunei||0|0|Brunei||||[114.73, 4.54]|12|1
151|9|Cambodia||0|0|Cambodia||||[104.99, 12.57]|12|1
152|10|China||0|0|China||||[104.2, 35.86]|12|1
153|11|Cocos Islands|Keeling Islands|0|0|Cocos (Keeling) Islands||||[96.87, -12.16]|12|1
154|12|Georgia||0|0|Georgia|[-27, -7]|||[43.36, 42.32]|12|1
155|13|Hong Kong||0|0|Hong Kong|[0, -10]|||[114.11, 22.4]|12|1
156|14|India||0|0|India||||[78.96, 20.59]|12|1
157|15|Indonesia||0|0|Indonesia|[0, 10]|||[113.92, -0.79]|12|1
158|16|Iran||0|0|Iran|[10, -10]|||[53.69, 32.43]|12|1
159|17|Iraq||0|0|Iraq||||[43.68, 33.22]|12|1
160|18|Israel||0|0|Israel|[-5, 0]|||[34.85, 31.05]|12|1
161|19|Japan||0|0|Japan|[10, -5]|||[138.25, 36.2]|12|1
162|20|Jordan||0|0|Jordan|[-5, 20]|||[36.24, 30.59]|12|1
163|21|Kazakhstan||0|0|Kazakhstan||||[66.92, 48.02]|12|1
164|22|Kuwait||0|0|Kuwait|[0, -5]|||[47.48, 29.31]|12|1
165|23|Kyrgyzstan||0|0|Kyrgyzstan||||[80, 41.7]|12|1
166|24|Laos||0|0|Laos|[5, 10]|||[102.5, 19.86]|12|1
167|25|Lebanon||0|0|Lebanon||||[35.86, 33.85]|12|1
168|26|Macau||0|0|Macau|[0, 15]|||[113.54, 22.2]|12|1
169|27|Malaysia||0|0|Malaysia||||[101.98, 4.21]|12|1
170|28|Maldives||0|0|Maldives||||[73.22, 3.2]|12|1
171|29|Mongolia||0|0|Mongolia||||[103.85, 46.86]|12|1
172|30|Myanmar|Burma|0|0|Myanmar||||[95.96, 20.5]|12|1
173|31|Nepal||0|0|Nepal|[0, -20]|||[84.12, 28.39]|12|1
174|32|North Korea||0|0|North Korea||||[127.51, 40.34]|12|1
175|33|Oman||0|0|Oman|[0, 15]|||[55.92, 21.51]|12|1
176|34|Pakistan||0|0|Pakistan||||[69.35, 30.38]|12|1
177|35|Philippines||0|0|Philippines||||[121.77, 11]|12|1
178|36|Qatar||0|0|Qatar|[-15, 10]|||[51.18, 25.35]|12|1
179|37|Saudi Arabia||0|0|Saudi Arabia|[0, 15]|||[45.08, 22.5]|12|1
180|38|Singapore||0|0|Singapore||||[103.82, 1.35]|12|1
181|39|South Korea||0|0|South Korea||||[127.77, 35.91]|12|1
182|40|Sri Lanka||0|0|Sri Lanka||||[80.77, 7.87]|12|1
183|41|Syria||0|0|Syria|[0, -10]|||[39, 34.8]|12|1
184|42|Taiwan||0|0|Taiwan|[10, -20]|||[120.96, 23.7]|12|1
185|43|Tajikistan||0|0|Tajikistan|[10, 10]|||[71.28, 38.86]|12|1
186|44|Thailand||0|0|Thailand|[-10, 5]|||[100.99, 15.87]|12|1
187|45|Turkey||0|0|Turkey||||[35.24, 38.96]|12|1
188|46|Turkmenistan||0|0|Turkmenistan||||[59.56, 38.97]|12|1
189|47|United Arab Emirates|UAE|0|0|U.A.E|[20, 5]|||[53.85, 23.42]|12|1
190|48|Uzbekistan||0|0|Uzbekistan|[0, -10]|||[64.59, 41.38]|12|1
191|49|Vietnam||0|0|Vietnam||||[115, 14.2]|12|1
192|50|Yemen||0|0|Yemen||||[48.52, 15.55]|12|1
193|1|Friends||0|0|Friends||||cover|13|1
194|2|Seinfeld||0|0|Seinfeld||||cover|13|1
195|1|United States||0|0|United States||||cover|14|1
196|2|Canada||0|0|Canada||||cover|14|1
197|3|Australia||0|0|Australia||||cover|14|1
198|4|New Zealand||0|0|New Zealand||||cover|14|1
199|5|Europe||0|0|Europe||||cover|14|1
200|6|South East Asia||0|0|South East Asia||||cover|14|1
201|7|Japan||0|0|Japan||||cover|14|1
202|8|China||0|0|China||||cover|14|1
203|9|Brazil||0|0|Brazil||||cover|14|1
204|10|South Africa||0|0|South Africa||||cover|14|1
205|1|Joe Biden|Joseph Biden|2021-Current|2021-Current|Joe Biden (2021-Current)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/144e0a01-8fa2-40ff-748c-cb1f5de02900/public|Wikipedia|https://en.wikipedia.org/wiki/en:Adam_Schultz|cover|15|1
206|2|Donald Trump|Donald J Trump|2017-2021|2017-2021|Donald Trump (2017-2021)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d990ef90-0720-4932-27a6-a17824b78700/public|Wikipedia|https://en.wikipedia.org/wiki/en:Shealah_Craighead|cover|15|1
207|3|Barack Obama||2009-2017|2009-2017|Barack Obama (2009-2017)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7861367e-172b-43c4-429a-e983ce470600/public|Wikipedia|https://en.wikipedia.org/wiki/Pete_Souza|cover|15|1
208|4|George W Bush||2001-2009|2001-2009|George W Bush (2001-2009)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2afad875-3dfb-46b2-f9e5-edbdbc015c00/public|Wikipedia|https://en.wikipedia.org/wiki/en:Eric_Draper|cover|15|1
209|5|Bill Clinton|William Clinton|1993-2001|1993-2001|Bill Clinton (1993-2001)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/20f3efe0-2744-40fd-9aaf-329b35d59f00/public|Public Domain|Public Domain|cover|15|1
210|6|George H Bush|George Bush|1989-1993|1989-1993|George H Bush (1989-1993)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/225689bb-993d-4280-c3d8-87f390fec400/public|Public Domain|Public Domain|cover|15|1
211|7|Ronald Reagan||1981-1989|1981-1989|Ronald Reagan (1981-1989)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2be2aed0-1160-46bc-d697-4092957ee100/public|Public Domain|Public Domain|cover|15|1
212|8|Jimmy Carter||1977-1981|1977-1981|Jimmy Carter (1977-1981)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/da8d671e-84ad-4841-17c8-e9df709a8000/public|Public Domain|Public Domain|cover|15|1
213|9|Gerald Ford||1974-1977|1974-1977|Gerald Ford (1974-1977)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c57eb85c-f6b0-4660-98c5-755e19792a00/public|Wikipedia|https://en.wikipedia.org/wiki/en:David_Hume_Kennerly|cover|15|1
214|10|Richard Nixon||1969-1974|1969-1974|Richard Nixon (1969-1973)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/3a8d9e83-a030-4719-c7a0-fbb1621cde00/public|Public Domain|Public Domain|cover|15|1
215|1|Apple||26800000000|26800000000|Apple 2.680000000|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/35b9cb7a-559f-4885-2072-e080859f5200/public|Trademark|Trademark|cover|16|1
216|2|Saudi Aramco||22500000000|22500000000|Saudi Aramco 2.250000000|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8dcb9ae4-ddcf-43d9-31fb-b6aa8152ed00/public|Trademark|Trademark|cover|16|1
217|3|Microsoft||20600000000|20600000000|Microsoft 2.060000000|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/eb1f3704-406e-4194-9649-293498acef00/public|Trademark|Trademark|cover|16|1
218|4|Alphabet|google|149000000000|149000000000|Alphabet (Google) 1.490000000|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e7d4e15d-fb86-4b52-78db-d360cd499700/public|Trademark|Trademark|cover|16|1
219|5|Amazon|amazon.com|1360000000|1360000000|Amazon 1.360000000|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ef361574-5b5d-443d-88f7-ee021533af00/public|Trademark|Trademark|cover|16|1
220|6|Tesla||920000000000|920000000000|Tesla 920 Billion|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5760f32e-750a-42c5-c95d-c121032c5200/public|Trademark|Trademark|cover|16|1
221|7|Berkshire Hathaway||638000000000|638000000000|Berkshire Hathaway 638 Billion|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/11475a08-32da-4b72-a949-1765ddada600/public|Trademark|Trademark|cover|16|1
222|8|United Health||500000000000|500000000000|United Health 500 Billion|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6eea0046-07ff-4a86-8bc1-617ac3767200/public|Trademark|Trademark|cover|16|1
223|9|TSMC||445000000000|445000000000|TSMC 445000000000|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f4f45321-48b0-4485-2738-1d3f53904500/public|Trademark|Trademark|cover|16|1
224|10|Visa||437000000000|437000000000|Visa 437000000000|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d9477513-403c-417b-6fb6-859b38b7fe00/public|Trademark|Trademark|cover|16|1
225|1|American Airlines|American|330577|330577|American Airlines (United States)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/25bcf0bb-ef3b-4043-e8d7-b77216684c00/public|Jakkrit Prasertwit|https://commons.wikimedia.org/wiki/File:American_Airlines_Boeing_787-8_landing_at_LAX.jpg|cover|17|1
226|2|Delta Air Lines|Delta|330034|330034|Delta Air Lines (United States)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0e110c1b-2956-4c6f-7594-3057eb4c5b00/public|Creative Commons|http://creativecommons.org/publicdomain/zero/1.0/deed.en|cover|17|1
227|3|United Airlines|United|329562|329562|United Airlines (United States)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/18b72ef1-d978-4bc4-bc4c-7e6cfc630a00/public|Jacob Aviation|https://commons.wikimedia.org/wiki/File:United_Airlines_A320_in_the_New_Livery.jpg|cover|17|1
228|4|Emirates||302298|302298|Emirates (United Arab Emirates)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/26c4c6d8-7d4d-4f22-8d2a-0dd2aff0df00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Julian_Herzog|cover|17|1
229|5|Southwest Airlines|Southwest|214561|214561|Southwest Airlines (United States)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/923c4efe-1bbc-475a-ab9a-3f007b3fd000/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:ZappaOMatic|cover|17|1
230|6|China Southern Airlines|China Southern|200239|200239|China Southern Airlines (China)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c062f9a6-bf2b-4c9c-7a52-c16691e7f700/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Md_Shaifuzzaman_Ayon|cover|17|1
231|7|Ryanair||170900|170900|Ryanair (Ireland)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/67baf242-7a04-4900-b162-b88fc7f10500/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Gameplayzz&action=edit&redlink=1|cover|17|1
232|8|China Eastern Airlines|China Eastern|166282|166282|China Eastern Airlines (China)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1e9f64d9-af0d-4fbd-9bd5-f6daf1a65800/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Md_Shaifuzzaman_Ayon|cover|17|1
233|9|Air China||161199|161199|Air China (China)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2aafda6c-a017-49de-b1d0-0baf7f281c00/public|Flickr|https://www.flickr.com/people/34076827@N00|cover|17|1
234|10|Lufthansa||158986|158986|Lufthansa (Germany)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0f391306-49bf-4aa2-fb39-323d0eedad00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Fule33&action=edit&redlink=1|cover|17|1
235|1|Boris Johnson||2019-2022|2019-2022|Boris Johnson (2019– )|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fdd9fdd8-6fee-4b8a-ec49-a4654ef9be00/public|National Archives|http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3|cover|18|1
236|2|Theresa May||2016-2019|2016-2019|Theresa May (2016–19)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0171efd4-bfa2-4de1-856b-6269857a5d00/public|National Archives|http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3|cover|18|1
237|3|David Cameron||2010-2016|2010-2016|David Cameron (2010–16)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e38ee797-a5ea-440d-509e-598717782b00/public|Creative Commons|https://creativecommons.org/licenses/by/2.0|cover|18|1
238|4|Gordon Brown||2007-2010|2007-2010|Gordon Brown (2007–10)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e1770dc5-f7f1-4b9e-de79-ed89c7905f00/public|National Archives|http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3|cover|18|1
239|5|Tony Blair||1997-2007|1997-2007|Tony Blair (1997–2007)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7fc93c4e-1d74-4535-2613-4c996800eb00/public|Creative Commons|https://creativecommons.org/licenses/by/2.0|cover|18|1
240|6|John Major||1990-1997|1990-1997|John Major (1990–97)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/47fadb46-82bb-42ba-2097-4098fd078000/public|Public Domain|Public Domain|cover|18|1
241|7|Margaret Thatcher||1979-1990|1979-1990|Margaret Thatcher (1979–90)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/3ba69037-8a67-4beb-9635-6b12bc03e000/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Begoon|cover|18|1
242|8|James Callaghan||1976-1979|1976-1979|James Callaghan (1976–79)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/63e1886d-2f9f-4043-c54a-85f9344c8400/public|Wikidata|https://www.wikidata.org/wiki/Q99970903|cover|18|1
243|9|Harold Wilson||1974-1976|1974-1976|Harold Wilson (1974–76; 2nd time)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9ee1f13d-0a82-4425-8b99-61e49e033e00/public|Public Domain|Public Domain|cover|18|1
244|10|Edward Heath||1970-1974|1970-1974|Edward Heath (1970–74)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4ddc4724-2b45-4f31-4f08-3c3966c1db00/public|Public Domain|Public Domain|cover|18|1
245|1|Basketball||305|305|Basketball|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e5f0da44-25fa-4f64-2fa0-15bd81823500/public|Flickr|https://www.flickr.com/people/62091376@N03|cover|19|1
246|2|Boxing||249.5|249.5|Boxing|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c798fd70-52af-4c1f-e100-602d2dc95100/public|Flickr|https://www.flickr.com/people/72752141@N00|cover|19|1
247|3|Auto Racing|Motor Racing|207.5|207.5|Auto Racing|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e487fd89-baaa-44e0-2755-5117e3de6600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Morio|cover|19|1
248|4|Golf||191.5|191.5|Golf|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b1cdc86b-d68e-4886-5967-bf3e3af6c200/public|Flickr|https://www.flickr.com/photos/tourprogolfclubs/8934182923/|cover|19|1
249|5|American Football|Gridiron|34.5|34.5|American Football|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1bc2f31d-87c3-42ad-edbc-b9b06ce3ff00/public|Flickr|https://www.flickr.com/people/27298961@N00|cover|19|1
250|6|Soccer|Football|37|37|Soccer|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c0b99b83-0625-4bc5-d593-a2635ab63a00/public|Flickr|https://www.flickr.com/people/28863643@N06|cover|19|1
251|7|Tennis||32.5|32.5|Tennis|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9cd83b7c-f7e9-4b38-b7ee-a7c7a9738d00/public|Flickr|https://www.flickr.com/people/14695977@N04|cover|19|1
252|8|Ice Hockey||16.5|16.5|Ice Hockey|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8f6180aa-0949-4447-8271-b23f7a990000/public|Flickr|https://www.flickr.com/people/24124636@N07|cover|19|1
253|9|Baseball||15.5|15.5|Baseball|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/acf8ce18-688e-4d10-1a3d-97171528f300/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Galaksiafervojo&action=edit&redlink=1|cover|19|1
254|10|Cycling||1.5|1.5|Cycling|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/77c0dec5-eb32-4be7-fd1a-709bee9f8b00/public|Flickr|https://www.flickr.com/people/7635950@N07/|cover|19|1
255|1|Ferrari||16|16|(1961, 1964, 1975, 1976, 1977, 1979, 1982, 1983, 1999, 2000, 2001, 2002, 2003, 2004, 2007, 2008)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/cb69d5ea-1aab-4043-348c-99b03f9dbe00/public|ejmina.com|https://ejmina.com/motorsport.html|cover|20|1
256|2|Williams||9|9|(1980, 1981, 1986, 1987, 1992, 1993, 1994, 1996, 1997)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/506de3e2-977b-496c-5182-ddc79499c500/public|Flickr|https://www.flickr.com/people/69527563@N05|cover|20|1
257|3|Mclaren||8|8|(1974, 1984, 1985, 1988, 1989, 1990, 1991, 1998)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7b608334-4045-4984-f329-5efda13bb500/public|Flickr|https://www.flickr.com/people/77326563@N06|cover|20|1
258|4|Mercedes||8|8|(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/62a9d2c7-e98a-4d3d-17ef-665653482800/public|Flickr|https://www.flickr.com/people/36021014@N06|cover|20|1
259|5|Lotus||7|7|(1963, 1965, 1968, 1970, 1972, 1973, 1978)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4932ee3b-3582-4f86-efc8-007097b99100/public|Flickr|https://www.flickr.com/people/36021014@N06|cover|20|1
260|6|Red Bull||4|4|(2010, 2011, 2012, 2013)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5e7bda8e-1689-4090-f69c-65a68a09b400/public|Flickr|https://www.flickr.com/people/78475089@N02|cover|20|1
261|7|Cooper||2|2|(1959, 1960)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e9a7e76f-b3ca-4499-f3d7-3b3a9ece1d00/public|Nationaal Archief NL|https://www.nationaalarchief.nl/onderzoeken/fotocollectie/a9b10f92-d0b4-102d-bcf8-003048976d84|cover|20|1
262|8|Brabham||2|2|(1966, 1967)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e262adbf-f8e7-464a-b0a7-a3f9517e9600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Spurzem|cover|20|1
263|9|Renault||2|2|(2005, 2006)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/3a1ad6a4-b078-4df2-650c-6effc8b1b400/public|Flickr|https://www.flickr.com/people/84991107@N08|cover|20|1
264|10|Vanwall, BRM, Matra, Tyrrell, Benetton, Brawn|Brawn|1|1|(1958, 1962, 1969, 1971, 1995, 2009)|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2ddf49dc-74c3-4c08-245a-78145be1b800/public|Flickr|https://www.flickr.com/people/29119561@N08|cover|20|1
